crossID,Order_1,Year,plotNo,Region,plotNo_Numeric,date,GrowDays,Paint2Plant,femaPar,femaParLoc,malePar,maleParLoc,Crosses,CrossLoc,PlantingDens,development,line,position,block,PhotoScore,wetWgtPlot,lengthPlot,wetWgtPerM,percDryWgt,dryWgtPerM,AshFreedryWgtPerM,Ash Free %,densityBlades,Carbon (Celignis),Hydrogen (Celignis),Nitrogen (Celignis),Sulphur (Celignis),Oxygen (Celignis),Ash (Celignis),Ash (WHOI),Moisture,HHV,LHV,Total Sugars,Mannuronic,Guluronic,Glucuronic,Mannitol,Fucose,Glucan,Xylan,Mannan,Galactan,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Se78,Rb85,Sr88,Mo98,Cd111,C (UCONN),N (UCONN),C:N (UCONN)
SL19-UCONN-S16,267,2020,2020_16,GOM,16,6_9_2020,185,,SL18-LD-13-FG3,LD,SL18-OD-10-MG2,OD,SL18-LD-13-FG3xSL18-OD-10-MG2,LD X OD,1,1,1,18,3,0,0.5,0.9,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S161,269,2020,2020_161,GOM,161,6_9_2020,185,,SL18-NC-8-FG2,NC,SA18-CB-5-MG3,CB,SL18-NC-8-FG2xSA18-CB-5-MG3,NC X CB,1,1,3,48,8,0,0.05,0.95,0.06,14.67,0.008259538,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S164,272,2020,2020_164,GOM,164,6_9_2020,185,,SL18-NC-5-FG2,NC,SL18-NL-6-MG3,NL,SL18-NC-5-FG2xSL18-NL-6-MG3,NC X NL,2,1,3,51,9,0,0.02,1.02,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S165,273,2020,2020_165,GOM,165,6_9_2020,185,,SL18-LD-5-FG4,LD,SL18-JS-16-MG1,JS,SL18-LD-5-FG4xSL18-JS-16-MG1,LD X JS,2,1,3,53,9,0,0.01,0.86,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S166,274,2020,2020_166,GOM,166,6_9_2020,185,,SL18-NL-2-FG1,NL,SA18-CB-7-MG1,CB,SL18-NL-2-FG1xSA18-CB-7-MG1,NL X CB,1,1,3,54,9,0,0,0.97,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S168,276,2020,2020_168,GOM,168,6_9_2020,185,,SL18-JS-19-FG3,JS,SA18-CB-3-MG1,CB,SL18-JS-19-FG3xSA18-CB-3-MG1,JS X CB,1,1,3,56,10,0,0.08,0.99,0.08,12.06,0.009827227,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S177,286,2020,2020_177,GOM,177,6_9_2020,185,,SL18-NC-11-FG1,NC,SL18-LL-9-MG4,LL,SL18-NC-11-FG1xSL18-LL-9-MG4,NC X LL,1,1,4,4,1,0,0.27,1.005,0.27,19.4,0.052063568,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S18,289,2020,2020_18,GOM,18,6_9_2020,185,,SL18-NC-9-FG3,NC,SL18-OI-17-MG3,OI,SL18-NC-9-FG3xSL18-OI-17-MG3,NC X OI,1,1,1,20,4,0,0.14,0.92,0.15,9.63,0.014200063,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S184,294,2020,2020_184,GOM,184,6_9_2020,185,,SL18-JS-9-FG2,JS,SL18-LD-2-MG1,LD,SL18-JS-9-FG2xSL18-LD-2-MG1,JS X LD,1,1,4,12,2,0,0.03,0.925,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S192,303,2020,2020_192,GOM,192,6_9_2020,185,,SL18-OD-10-FG1,OD,SA18-CB-10-MG3,CB,SL18-OD-10-FG1xSA18-CB-10-MG3,OD X CB,2,1,4,20,4,0,0.02,0.99,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S199,310,2020,2020_199,GOM,199,6_9_2020,185,,SL18-CC-5-FG1,CC,SL18-OI-9-MG2,OI,SL18-CC-5-FG1xSL18-OI-9-MG2,CC X OI,1,1,4,27,5,0,0.04,1.03,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S200,313,2020,2020_200,GOM,200,6_9_2020,185,,SL18-NC-8-FG3,NC,SL18-OI-18-MG3,OI,SL18-NC-8-FG3xSL18-OI-18-MG3,NC X OI,1,1,4,28,5,0,0.01,0.99,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S202,315,2020,2020_202,GOM,202,6_9_2020,185,,SL18-NC-8-FG2,NC,SA18-CB-7-MG1,CB,SL18-NC-8-FG2xSA18-CB-7-MG1,NC X CB,1,1,4,30,5,0,0.16,0.885,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S204,317,2020,2020_204,GOM,204,6_9_2020,185,,SL18-CC-3-FG3,CC,SL18-OD-10-MG3,OD,SL18-CC-3-FG3xSL18-OD-10-MG3,CC X OD,3,1,4,32,6,0,0.03,1.03,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S21,323,2020,2020_21,GOM,21,6_9_2020,185,,SL18-NC-5-FG3,NC,SL18-NL-3-MG1,NL,SL18-NC-5-FG3xSL18-NL-3-MG1,NC X NL,3,1,1,23,4,0,0.24,0.98,0.25,9.82,0.024201424,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S238,354,2020,2020_238,GOM,238,6_9_2020,185,,SL18-JS-9-FG2,JS,SL18-NC-15-MG4,NC,SL18-JS-9-FG2xSL18-NC-15-MG4,JS X NC,3,1,5,6,1,0,0.03,0.992,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S239,355,2020,2020_239,GOM,239,6_9_2020,185,,SL18-NC-9-FG3,NC,SL18-OD-5-MG2,OD,SL18-NC-9-FG3xSL18-OD-5-MG2,NC X OD,1,1,5,7,2,0,0.04,0.9825,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S243,360,2020,2020_243,GOM,243,6_9_2020,185,,SL18-JS-9-FG3,JS,SL18-LD-13-MG3,LD,SL18-JS-9-FG3xSL18-LD-13-MG3,JS X LD,1,1,5,11,2,0,0.01,1.01,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S247,364,2020,2020_247,GOM,247,6_9_2020,185,,SL18-OI-2-FG4,OI,SL18-CC-7-MG1,CC,SL18-OI-2-FG4xSL18-CC-7-MG1,OI X CC,1,1,5,15,3,0,0.73,0.83,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S252,370,2020,2020_252,GOM,252,6_9_2020,185,,SL18-NL-2-FG1,NL,SL18-JS-5-MG3,JS,SL18-NL-2-FG1xSL18-JS-5-MG3,NL X JS,1,1,5,20,4,0,0.03,1.03,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S253,371,2020,2020_253,GOM,253,6_9_2020,185,,SL18-CC-6-FG1,CC,SL18-JS-5-MG2,JS,SL18-CC-6-FG1xSL18-JS-5-MG2,CC X JS,1,1,5,21,4,0,0.04,1.03,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S281,402,2020,2020_281,GOM,281,6_9_2020,185,,SL18-NL-9-FG3,NL,SL18-CC-4-MG11,CC,SL18-NL-9-FG3xSL18-CC-4-MG11,NL X CC,3,1,5,51,9,0,0.02,0.98,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S284,405,2020,2020_284,GOM,284,6_9_2020,185,,SL18-NL-9-FG3,NL,SL18-JS-11-MG2,JS,SL18-NL-9-FG3xSL18-JS-11-MG2,NL X JS,2,1,5,55,10,0,0.02,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S291,413,2020,2020_291,SNE,291,5_26_2020,174,,SL18-BL-18-FG10,BL,SL18-FW-12-MG10,FW,SL18-BL-18-FG10xSL18-FW-12-MG10,BL X FW,3,1,1,1,1,0,0.02,0.93,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S293,415,2020,2020_293,SNE,293,5_26_2020,174,,SL18-FI-1-FG11,FI,SL18-FW-12-MG2,FW,SL18-FI-1-FG11xSL18-FW-12-MG2,FI X FW,3,1,1,3,1,0,0.03,1.04,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S295,417,2020,2020_295,SNE,295,5_26_2020,174,,SL18-FI-1-FG10,FI,SL18-BL-21-MG11,BL,SL18-FI-1-FG10xSL18-BL-21-MG11,FI X BL,2,1,1,5,1,0,0.01,1.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S296,418,2020,2020_296,SNE,296,5_26_2020,174,,SL18-BL-11-FG2,BL,SL18-FI-1-MG6,FI,SL18-BL-11-FG2xSL18-FI-1-MG6,BL X FI,1,1,1,6,1,0,0.02,1.01,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S297,419,2020,2020_297,SNE,297,5_26_2020,174,,SL18-BL-12-FG1,BL,SL18-FI-2-MG10,FI,SL18-BL-12-FG1xSL18-FI-2-MG10,BL X FI,3,1,1,7,2,0,0.03,1.07,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S298,420,2020,2020_298,SNE,298,5_26_2020,174,,SL18-FW-14-FG1,FW,SL18-TI-6-MG1,TI,SL18-FW-14-FG1xSL18-TI-6-MG1,FW X TI,2,1,1,8,2,0,0.03,0.92,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S299,421,2020,2020_299,SNE,299,5_26_2020,174,,SL18-TI-4-FG2,TI,SL18-BL-11-MG3,BL,SL18-TI-4-FG2xSL18-BL-11-MG3,TI X BL,2,1,1,9,2,0,0.06,1.02,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S3,422,2020,2020_3,GOM,3,6_9_2020,185,,SL18-JS-19-FG3,JS,SA18-CB-10-MG3,CB,SL18-JS-19-FG3xSA18-CB-10-MG3,JS X CB,1,1,1,4,1,0,0.15,0.81,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S300,424,2020,2020_300,SNE,300,5_26_2020,174,,SL18-BL-17-FG3,BL,SL18-PI-1-MG4,PI,SL18-BL-17-FG3xSL18-PI-1-MG4,BL X PI,2,1,1,10,2,0,0.03,1.12,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S301,425,2020,2020_301,SNE,301,5_26_2020,174,,SL18-FW-14-FG13,FW,SL18-PI-1-MG4,PI,SL18-FW-14-FG13xSL18-PI-1-MG4,FW X PI,3,1,1,11,2,0,0.02,1.09,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S302,426,2020,2020_302,SNE,302,5_26_2020,174,,SL18-BL-12-FG1,BL,SL18-BL-11-MG2,BL,SL18-BL-12-FG1xSL18-BL-11-MG2,BL X BL,2,1,1,12,2,0,0.03,1.07,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S303,427,2020,2020_303,SNE,303,5_26_2020,174,,SL18-BL-18-FG10,BL,SL18-FI-2-MG13,FI,SL18-BL-18-FG10xSL18-FI-2-MG13,BL X FI,3,1,1,13,3,0,0.01,0.93,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S305,429,2020,2020_305,SNE,305,5_26_2020,174,,SL18-PI-1-FG3,PI,SL18-TI-6-MG3,TI,SL18-PI-1-FG3xSL18-TI-6-MG3,PI X TI,3,1,1,15,3,0,0.02,0.99,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S306,430,2020,2020_306,SNE,306,5_26_2020,174,,SL18-FI-1-FG11,FI,SL18-TI-3-MG3,TI,SL18-FI-1-FG11xSL18-TI-3-MG3,FI X TI,3,1,1,16,3,0,0.02,1.03,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S308,432,2020,2020_308,SNE,308,5_26_2020,174,,SL18-TI-4-FG3,TI,SL18-FW-21-MG3,FW,SL18-TI-4-FG3xSL18-FW-21-MG3,TI X FW,3,1,2,1,1,0,0.01,0.945,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S312,437,2020,2020_312,SNE,312,5_26_2020,174,,SL18-FI-1-FG13,FI,SL18-PI-1-MG10,PI,SL18-FI-1-FG13xSL18-PI-1-MG10,FI X PI,3,1,2,6,1,0,0.04,1.07,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S313,438,2020,2020_313,SNE,313,5_26_2020,174,,SL18-FW-14-FG2,FW,SL18-TI-2-MG1,TI,SL18-FW-14-FG2xSL18-TI-2-MG1,FW X TI,3,1,2,7,2,0,0.02,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S315,440,2020,2020_315,SNE,315,5_26_2020,174,,SL18-BL-12-FG2,BL,SL18-FI-2-MG10,FI,SL18-BL-12-FG2xSL18-FI-2-MG10,BL X FI,3,1,2,9,2,0,0.02,1.04,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S321,447,2020,2020_321,SNE,321,5_26_2020,174,,SL18-FW-14-FG12,FW,SL18-BL-18-MG10,BL,SL18-FW-14-FG12xSL18-BL-18-MG10,FW X BL,3,1,2,15,3,0,0.02,0.97,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S324,450,2020,2020_324,SNE,324,5_26_2020,174,,SL18-BL-11-FG1,BL,SL18-FW-21-MG2,FW,SL18-BL-11-FG1xSL18-FW-21-MG2,BL X FW,2,1,2,18,3,0,0.01,0.88,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S363,493,2020,2020_363,SNE,363,5_26_2020,174,,SL18-FW-14-FG1,FW,SL18-BL-21-MG11,BL,SL18-FW-14-FG1xSL18-BL-21-MG11,FW X BL,2,1,5,7,2,0,0.03,1.03,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S365,495,2020,2020_365,SNE,365,5_26_2020,174,,SL18-FI-1-FG10,FI,SL18-PI-1-MG4,PI,SL18-FI-1-FG10xSL18-PI-1-MG4,FI X PI,3,1,5,9,2,0,0.01,1.04,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S366,496,2020,2020_366,SNE,366,5_26_2020,174,,SL18-TI-1-FG5,TI,SL18-FW-21-MG3,FW,SL18-TI-1-FG5xSL18-FW-21-MG3,TI X FW,2,1,5,10,2,0,0.02,0.9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S368,498,2020,2020_368,SNE,368,5_26_2020,174,,SL18-FW-14-FG1,FW,SL18-PI-1-MG1,PI,SL18-FW-14-FG1xSL18-PI-1-MG1,FW X PI,3,1,5,12,2,0,0.01,0.97,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S369,499,2020,2020_369,SNE,369,5_26_2020,174,,SL18-FW-14-FG11,FW,SL18-BL-17-MG1,BL,SL18-FW-14-FG11xSL18-BL-17-MG1,FW X BL,3,1,5,13,3,0,0.02,1.01,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S37,500,2020,2020_37,GOM,37,6_9_2020,185,,SL18-OI-18-FG1,OI,SL18-OI-9-MG3,OI,SL18-OI-18-FG1xSL18-OI-9-MG3,OI X OI,1,1,1,41,7,0,0.01,0.87,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S38,502,2020,2020_38,GOM,38,6_9_2020,185,,SL18-OI-15-FG3,OI,SL18-OI-14-MG2,OI,SL18-OI-15-FG3xSL18-OI-14-MG2,OI X OI,1,1,1,42,7,0,0.05,0.98,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
